Table with row labels in columns A and B and column labels headers in rows 5 through 8.,,,
Montana,Pennsylvania,438,334
Montana,Rhode Island,0,185
Montana,South Carolina,497,374
Montana,South Dakota,672,598
Montana,Tennessee,0,185
Montana,Texas,"2,147",910
Montana,Utah,706,389
Montana,Vermont,191,170
Montana,Virginia,312,358
Montana,Washington,"3,631","1,556"
Montana,West Virginia,177,294
Montana,Wisconsin,287,302
Montana,Wyoming,"1,215",622
Montana,Puerto Rico,0,185
Montana,U.S. Island Areas,123,154
Montana,Foreign country,"3,499","1,301"
Nebraska,Alabama,N,N
Nebraska,Alaska,0,175
Nebraska,Arizona,"2,264","1,183"
Nebraska,Arkansas,665,645
Nebraska,California,"3,163","1,057"
Nebraska,Colorado,"3,680","1,097"
Nebraska,Connecticut,0,175
Nebraska,Delaware,98,138
Nebraska,District of Columbia ,266,359
Nebraska,Florida,"3,970","1,955"
Nebraska,Georgia,720,537
Nebraska,Hawaii,197,227
Nebraska,Idaho,N,N
Nebraska,Illinois,841,587
Nebraska,Indiana,318,294
Nebraska,Iowa,"6,626","1,928"
Nebraska,Kansas,"2,013","1,229"
Nebraska,Kentucky,607,552
Nebraska,Louisiana,106,139
Nebraska,Maine,0,175
Nebraska,Maryland,888,"1,208"
Nebraska,Massachusetts,0,175
Nebraska,Michigan,508,419
Nebraska,Minnesota,"1,232",707
Nebraska,Mississippi,0,175
Nebraska,Missouri,"1,099",645
Nebraska,Montana,53,78
Nebraska,Nebraska,X,X
Nebraska,Nevada,566,408
Nebraska,New Hampshire,N,N
Nebraska,New Jersey,0,175
Nebraska,New Mexico,567,511
Nebraska,New York,"2,654","1,712"
Nebraska,North Carolina,483,575
Nebraska,North Dakota,630,606
Nebraska,Ohio,"1,106","1,220"
Nebraska,Oklahoma,465,389
Nebraska,Oregon,209,266
Nebraska,Pennsylvania,754,484
Nebraska,Rhode Island,N,N
Nebraska,South Carolina,428,426
Nebraska,South Dakota,"4,055","2,381"
Nebraska,Tennessee,443,514
Nebraska,Texas,"2,391","1,151"
Nebraska,Utah,"1,119","1,312"
Nebraska,Vermont,0,175
Nebraska,Virginia,538,333
Nebraska,Washington,"1,493","1,430"
Nebraska,West Virginia,0,175
Nebraska,Wisconsin,974,622
Nebraska,Wyoming,"1,257",785
Nebraska,Puerto Rico,N,N
Nebraska,U.S. Island Areas,0,175
Nebraska,Foreign country,"12,884","3,105"
Nevada,Alabama,832,831
Nevada,Alaska,271,194
Nevada,Arizona,"5,504","1,946"
Nevada,Arkansas,801,849
Nevada,California,"53,289","6,970"
Nevada,Colorado,"3,886","1,832"
Nevada,Connecticut,832,614
Nevada,Delaware,0,236
Nevada,District of Columbia ,"1,341","1,787"
Nevada,Florida,"6,293","2,487"
Nevada,Georgia,"2,604","1,647"
Nevada,Hawaii,"2,501","1,347"
Nevada,Idaho,"2,150",766
Nevada,Illinois,"3,104","1,519"
Nevada,Indiana,927,801
Nevada,Iowa,"2,010","1,608"
Nevada,Kansas,437,605
Nevada,Kentucky,N,N
Nevada,Louisiana,802,665
Nevada,Maine,0,236
Nevada,Maryland,0,236
Nevada,Massachusetts,681,506
Nevada,Michigan,980,810
Nevada,Minnesota,"1,132",820
Nevada,Mississippi,170,169
Nevada,Missouri,"1,114",767
Nevada,Montana,521,357
Nevada,Nebraska,0,236
Nevada,Nevada,X,X
Nevada,New Hampshire,N,N
Nevada,New Jersey,"1,368",855
Nevada,New Mexico,"1,320",968
Nevada,New York,"2,584","1,323"
Nevada,North Carolina,541,448
Nevada,North Dakota,880,724
Nevada,Ohio,"1,028",769
Nevada,Oklahoma,500,478
Nevada,Oregon,"2,358","1,167"
Nevada,Pennsylvania,"2,382","1,762"
Nevada,Rhode Island,0,236
Nevada,South Carolina,631,440
Nevada,South Dakota,293,325
Nevada,Tennessee,"2,047","1,548"
Nevada,Texas,"8,327","3,687"
Nevada,Utah,"3,440","1,524"
Nevada,Vermont,0,236
Nevada,Virginia,"4,626","3,052"
Nevada,Washington,"4,887","2,314"
Nevada,West Virginia,0,236
Nevada,Wisconsin,362,431
Nevada,Wyoming,694,608
Nevada,Puerto Rico,161,267
Nevada,U.S. Island Areas,0,236
Nevada,Foreign country,"27,416","5,045"
New Hampshire,Alabama,N,N
New Hampshire,Alaska,0,200
New Hampshire,Arizona,555,528
New Hampshire,Arkansas,505,647
New Hampshire,California,"1,710","1,143"
New Hampshire,Colorado,"1,448","1,224"
New Hampshire,Connecticut,"1,139",752
New Hampshire,Delaware,N,N
New Hampshire,District of Columbia ,326,287
New Hampshire,Florida,"3,590","1,569"
New Hampshire,Georgia,451,392
New Hampshire,Hawaii,498,616
New Hampshire,Idaho,0,200
New Hampshire,Illinois,328,377
New Hampshire,Indiana,N,N
New Hampshire,Iowa,0,200
New Hampshire,Kansas,N,N
New Hampshire,Kentucky,N,N
New Hampshire,Louisiana,410,483
New Hampshire,Maine,"3,115",965
New Hampshire,Maryland,N,N
New Hampshire,Massachusetts,"20,310","3,696"
New Hampshire,Michigan,N,N
New Hampshire,Minnesota,104,135
New Hampshire,Mississippi,N,N
New Hampshire,Missouri,N,N
New Hampshire,Montana,0,200
New Hampshire,Nebraska,N,N
New Hampshire,Nevada,685,644
New Hampshire,New Hampshire,X,X
New Hampshire,New Jersey,171,193
New Hampshire,New Mexico,0,200
New Hampshire,New York,"2,115",876
New Hampshire,North Carolina,870,729
New Hampshire,North Dakota,0,200
New Hampshire,Ohio,"1,050",823
New Hampshire,Oklahoma,0,200
New Hampshire,Oregon,N,N
New Hampshire,Pennsylvania,"1,401","1,226"
New Hampshire,Rhode Island,986,668
New Hampshire,South Carolina,303,274
New Hampshire,South Dakota,N,N
New Hampshire,Tennessee,230,309
New Hampshire,Texas,"1,913","1,617"
New Hampshire,Utah,218,241
New Hampshire,Vermont,"1,592",780
New Hampshire,Virginia,203,181
New Hampshire,Washington,N,N
New Hampshire,West Virginia,N,N
New Hampshire,Wisconsin,N,N
New Hampshire,Wyoming,N,N
New Hampshire,Puerto Rico,N,N
New Hampshire,U.S. Island Areas,0,200
New Hampshire,Foreign country,"4,781","2,171"
New Jersey,Alabama,441,412
New Jersey,Alaska,N,N
New Jersey,Arizona,"1,789",962
New Jersey,Arkansas,238,265
New Jersey,California,"8,021","2,510"
New Jersey,Colorado,829,480
New Jersey,Connecticut,"2,153","1,169"
New Jersey,Delaware,"3,347","1,138"
New Jersey,District of Columbia ,304,237
New Jersey,Florida,"12,121","3,185"
New Jersey,Georgia,"1,764",778
New Jersey,Hawaii,N,N
New Jersey,Idaho,72,85
New Jersey,Illinois,"2,836","1,283"
New Jersey,Indiana,"2,410","1,557"
New Jersey,Iowa,"2,427","1,908"
New Jersey,Kansas,N,N
New Jersey,Kentucky,509,439
New Jersey,Louisiana,N,N
New Jersey,Maine,0,226
New Jersey,Maryland,"1,393",756
New Jersey,Massachusetts,"4,041","1,776"
New Jersey,Michigan,"1,831",810
New Jersey,Minnesota,N,N
New Jersey,Mississippi,N,N
New Jersey,Missouri,593,532
New Jersey,Montana,204,199
New Jersey,Nebraska,400,430
New Jersey,Nevada,N,N
New Jersey,New Hampshire,317,392
New Jersey,New Jersey,X,X
New Jersey,New Mexico,229,301
New Jersey,New York,"56,799","8,244"
New Jersey,North Carolina,"4,950","2,047"
New Jersey,North Dakota,0,226
New Jersey,Ohio,"1,712","1,147"
New Jersey,Oklahoma,N,N
New Jersey,Oregon,331,474
New Jersey,Pennsylvania,"25,902","3,756"
New Jersey,Rhode Island,408,531
New Jersey,South Carolina,"1,659",867
New Jersey,South Dakota,0,226
New Jersey,Tennessee,"1,122","1,019"
New Jersey,Texas,"2,930","1,744"
New Jersey,Utah,158,154
New Jersey,Vermont,492,381
New Jersey,Virginia,"3,328","1,632"
New Jersey,Washington,643,401
New Jersey,West Virginia,N,N
New Jersey,Wisconsin,"1,113","1,084"
New Jersey,Wyoming,0,226
New Jersey,Puerto Rico,499,382
New Jersey,U.S. Island Areas,53,18
New Jersey,Foreign country,"90,178","9,200"
New Mexico,Alabama,"1,191",838
New Mexico,Alaska,539,493
New Mexico,Arizona,"3,394","1,092"
New Mexico,Arkansas,266,234
New Mexico,California,"8,699","2,726"
New Mexico,Colorado,"3,654","1,481"
New Mexico,Connecticut,340,470
New Mexico,Delaware,N,N
New Mexico,District of Columbia ,0,216
New Mexico,Florida,"2,348","1,145"
New Mexico,Georgia,810,579
New Mexico,Hawaii,505,600
New Mexico,Idaho,357,389
New Mexico,Illinois,681,544
New Mexico,Indiana,544,418
New Mexico,Iowa,N,N
New Mexico,Kansas,533,460
New Mexico,Kentucky,N,N
New Mexico,Louisiana,314,365
New Mexico,Maine,0,216
New Mexico,Maryland,N,N
New Mexico,Massachusetts,0,216
New Mexico,Michigan,158,176
New Mexico,Minnesota,"1,566","1,286"
New Mexico,Mississippi,N,N
New Mexico,Missouri,372,387
New Mexico,Montana,"1,419","1,480"
New Mexico,Nebraska,290,183
New Mexico,Nevada,898,544
New Mexico,New Hampshire,0,216
New Mexico,New Jersey,0,216
New Mexico,New Mexico,X,X
New Mexico,New York,453,612
New Mexico,North Carolina,"1,264","1,056"
New Mexico,North Dakota,N,N
New Mexico,Ohio,575,355
New Mexico,Oklahoma,"2,058","1,034"
New Mexico,Oregon,"1,015",541
New Mexico,Pennsylvania,675,434
New Mexico,Rhode Island,189,242
New Mexico,South Carolina,N,N
New Mexico,South Dakota,626,587
New Mexico,Tennessee,267,374
New Mexico,Texas,"13,543","3,249"
New Mexico,Utah,582,741
New Mexico,Vermont,0,216
New Mexico,Virginia,690,589
New Mexico,Washington,"1,528",792
New Mexico,West Virginia,N,N
New Mexico,Wisconsin,645,474
New Mexico,Wyoming,N,N
New Mexico,Puerto Rico,N,N
New Mexico,U.S. Island Areas,469,604
New Mexico,Foreign country,"10,844","3,649"
New York,Alabama,N,N
New York,Alaska,690,576
New York,Arizona,"2,936","1,141"
New York,Arkansas,532,436
New York,California,"31,367","4,875"
New York,Colorado,"7,985","3,618"
New York,Connecticut,"15,160","3,301"
New York,Delaware,603,400
New York,District of Columbia ,"4,795","1,495"
New York,Florida,"28,080","4,963"
New York,Georgia,"8,252","2,319"
New York,Hawaii,"2,299","1,352"
New York,Idaho,405,354
New York,Illinois,"7,781","1,903"
New York,Indiana,"1,716",741
New York,Iowa,227,157
New York,Kansas,"1,209",874
New York,Kentucky,927,742
New York,Louisiana,"1,352",984
New York,Maine,"1,326",643
New York,Maryland,"8,400","2,298"
New York,Massachusetts,"17,862","2,974"
New York,Michigan,"4,299","1,429"
New York,Minnesota,"1,430",829
New York,Mississippi,"1,238","1,414"
New York,Missouri,"2,171","1,142"
New York,Montana,434,670
New York,Nebraska,572,611
New York,Nevada,"1,153",735
New York,New Hampshire,"3,689","1,175"
New York,New Jersey,"36,002","5,753"
New York,New Mexico,306,226
New York,New York,X,X
New York,North Carolina,"10,076","2,104"
New York,North Dakota,N,N
New York,Ohio,"3,356","1,284"
New York,Oklahoma,"1,033",655
New York,Oregon,"1,895","1,033"
New York,Pennsylvania,"23,152","3,265"
New York,Rhode Island,"1,485",739
New York,South Carolina,"5,749","1,738"
New York,South Dakota,0,220
New York,Tennessee,"3,201","1,593"
New York,Texas,"16,324","3,888"
New York,Utah,"1,124",604
New York,Vermont,"2,668",927
New York,Virginia,"10,310","2,359"
New York,Washington,"6,409","1,675"
New York,West Virginia,771,581
New York,Wisconsin,"2,117",957
New York,Wyoming,0,220
New York,Puerto Rico,"1,627",517
New York,U.S. Island Areas,0,220
New York,Foreign country,"167,914","11,124"
North Carolina,Alabama,"4,757","1,604"
North Carolina,Alaska,"1,963","1,213"
North Carolina,Arizona,"5,516","1,760"
North Carolina,Arkansas,454,359
North Carolina,California,"18,428","4,002"
North Carolina,Colorado,"7,031","2,178"
North Carolina,Connecticut,"4,643","2,352"
North Carolina,Delaware,501,618
North Carolina,District of Columbia ,"2,078","1,773"
North Carolina,Florida,"33,591","4,724"
North Carolina,Georgia,"19,031","4,094"
North Carolina,Hawaii,"1,704","1,356"
North Carolina,Idaho,"1,018",996
North Carolina,Illinois,"4,375","1,886"
North Carolina,Indiana,"3,154","1,421"
North Carolina,Iowa,"2,313","1,353"
North Carolina,Kansas,"1,356",803
North Carolina,Kentucky,"3,261","1,229"
North Carolina,Louisiana,"1,390",603
North Carolina,Maine,"2,542","1,715"
North Carolina,Maryland,"8,874","2,299"
North Carolina,Massachusetts,"5,343","1,842"
North Carolina,Michigan,"5,132","1,919"
North Carolina,Minnesota,"1,784",820
North Carolina,Mississippi,734,539
North Carolina,Missouri,"4,136","2,215"
North Carolina,Montana,878,515
North Carolina,Nebraska,867,564
North Carolina,Nevada,"1,687","1,060"
North Carolina,New Hampshire,553,416
North Carolina,New Jersey,"9,282","3,207"
North Carolina,New Mexico,371,493
North Carolina,New York,"17,978","3,464"
North Carolina,North Carolina,X,X
North Carolina,North Dakota,586,547
North Carolina,Ohio,"6,401","1,836"
North Carolina,Oklahoma,"1,944",978
North Carolina,Oregon,"3,152","1,613"
North Carolina,Pennsylvania,"13,261","3,306"
North Carolina,Rhode Island,"1,227",906
North Carolina,South Carolina,"29,982","4,618"
North Carolina,South Dakota,309,329
North Carolina,Tennessee,"8,763","3,119"
North Carolina,Texas,"16,498","3,764"
North Carolina,Utah,"3,023","1,607"
North Carolina,Vermont,240,205
North Carolina,Virginia,"28,409","5,573"
North Carolina,Washington,"2,843","1,314"
North Carolina,West Virginia,"1,002",620
North Carolina,Wisconsin,"3,870","1,880"
North Carolina,Wyoming,"1,547","1,885"
North Carolina,Puerto Rico,659,616
North Carolina,U.S. Island Areas,173,173
North Carolina,Foreign country,"85,629","10,114"
North Dakota,Alabama,0,175
North Dakota,Alaska,262,276
North Dakota,Arizona,"1,028",789
North Dakota,Arkansas,76,90
North Dakota,California,859,692
North Dakota,Colorado,"1,372",862
North Dakota,Connecticut,165,233
North Dakota,Delaware,0,175
North Dakota,District of Columbia ,0,175
North Dakota,Florida,"1,497","1,576"
North Dakota,Georgia,565,689
North Dakota,Hawaii,0,175
North Dakota,Idaho,441,329
North Dakota,Illinois,469,455
North Dakota,Indiana,895,760
North Dakota,Iowa,431,541
North Dakota,Kansas,"1,966","1,349"
North Dakota,Kentucky,N,N
North Dakota,Louisiana,N,N
North Dakota,Maine,0,175
North Dakota,Maryland,0,175
North Dakota,Massachusetts,0,175
North Dakota,Michigan,N,N
North Dakota,Minnesota,"7,088","1,389"
North Dakota,Mississippi,N,N
North Dakota,Missouri,137,146
North Dakota,Montana,"1,556","1,131"
North Dakota,Nebraska,202,234
North Dakota,Nevada,165,221
North Dakota,New Hampshire,283,314
North Dakota,New Jersey,115,175
North Dakota,New Mexico,N,N
North Dakota,New York,0,175
North Dakota,North Carolina,230,198
North Dakota,North Dakota,X,X
North Dakota,Ohio,N,N
North Dakota,Oklahoma,616,515
North Dakota,Oregon,N,N
North Dakota,Pennsylvania,"1,734","1,175"
North Dakota,Rhode Island,0,175
North Dakota,South Carolina,0,175
North Dakota,South Dakota,"1,205",613
North Dakota,Tennessee,134,246
North Dakota,Texas,"1,407",661
North Dakota,Utah,"1,301","1,197"
North Dakota,Vermont,0,175
North Dakota,Virginia,350,386
North Dakota,Washington,226,311
North Dakota,West Virginia,0,175
North Dakota,Wisconsin,287,340
North Dakota,Wyoming,N,N
North Dakota,Puerto Rico,0,175
North Dakota,U.S. Island Areas,150,169
North Dakota,Foreign country,"5,549","2,411"
Ohio,Alabama,"1,756","1,007"
Ohio,Alaska,"1,515","1,161"
Ohio,Arizona,"4,733","1,679"
Ohio,Arkansas,887,574
Ohio,California,"8,011","2,067"
Ohio,Colorado,"4,483","1,891"
Ohio,Connecticut,"1,348",629
Ohio,Delaware,682,378
Ohio,District of Columbia ,419,303
Ohio,Florida,"20,338","3,696"
Ohio,Georgia,"6,094","2,030"
Ohio,Hawaii,505,336
Ohio,Idaho,733,594
Ohio,Illinois,"9,332","2,186"
Ohio,Indiana,"10,916","2,649"
Ohio,Iowa,"1,433",884
Ohio,Kansas,"1,202",773
Ohio,Kentucky,"13,444","3,027"
Ohio,Louisiana,"1,531","1,232"
Ohio,Maine,169,174
Ohio,Maryland,"3,749","1,381"
Ohio,Massachusetts,"2,178",841
Ohio,Michigan,"14,467","3,424"
Ohio,Minnesota,"1,062",550
Ohio,Mississippi,880,650
Ohio,Missouri,"3,652","1,353"
Ohio,Montana,705,530
Ohio,Nebraska,"1,374",789
Ohio,Nevada,840,622
Ohio,New Hampshire,454,442
Ohio,New Jersey,"6,137","2,556"
Ohio,New Mexico,"1,033",744
Ohio,New York,"7,174","1,966"
Ohio,North Carolina,"6,467","1,716"
Ohio,North Dakota,308,265
Ohio,Ohio,X,X
Ohio,Oklahoma,"1,060",684
Ohio,Oregon,"1,463",694
Ohio,Pennsylvania,"11,009","2,338"
Ohio,Rhode Island,176,183
Ohio,South Carolina,"5,842","1,910"
Ohio,South Dakota,599,864
Ohio,Tennessee,"6,298","2,121"
Ohio,Texas,"8,797","2,340"
Ohio,Utah,"1,818","1,047"
Ohio,Vermont,0,211
Ohio,Virginia,"9,082","2,897"
Ohio,Washington,"2,375","1,224"
Ohio,West Virginia,"6,646","1,970"
Ohio,Wisconsin,"2,621","1,299"
Ohio,Wyoming,93,180
Ohio,Puerto Rico,172,194
Ohio,U.S. Island Areas,473,411
Ohio,Foreign country,"53,617","6,519"
Oklahoma,Alabama,840,521
Oklahoma,Alaska,579,390
Oklahoma,Arizona,"1,828",860
Oklahoma,Arkansas,"5,998","1,642"
Oklahoma,California,"11,605","2,566"
Oklahoma,Colorado,"6,328","1,701"
Oklahoma,Connecticut,N,N
Oklahoma,Delaware,0,168
Oklahoma,District of Columbia ,N,N
Oklahoma,Florida,"6,268","2,094"
Oklahoma,Georgia,"1,675",846
Oklahoma,Hawaii,N,N
Oklahoma,Idaho,690,502
Oklahoma,Illinois,"3,218","1,974"
Oklahoma,Indiana,"1,782",830
Oklahoma,Iowa,671,677
Oklahoma,Kansas,"4,459",996
Oklahoma,Kentucky,548,551
Oklahoma,Louisiana,"1,963",875
Oklahoma,Maine,863,859
Oklahoma,Maryland,961,551
Oklahoma,Massachusetts,537,435
Oklahoma,Michigan,587,331
Oklahoma,Minnesota,825,650
Oklahoma,Mississippi,"1,323",991
Oklahoma,Missouri,"4,054","1,228"
Oklahoma,Montana,378,310
Oklahoma,Nebraska,335,353
Oklahoma,Nevada,740,624
Oklahoma,New Hampshire,N,N
Oklahoma,New Jersey,568,476
Oklahoma,New Mexico,"1,692",704
Oklahoma,New York,"1,654",978
Oklahoma,North Carolina,"1,450",886
Oklahoma,North Dakota,398,393
Oklahoma,Ohio,"1,133",572
Oklahoma,Oklahoma,X,X
Oklahoma,Oregon,514,400
Oklahoma,Pennsylvania,"1,042",619
Oklahoma,Rhode Island,0,168
Oklahoma,South Carolina,0,168
Oklahoma,South Dakota,183,198
Oklahoma,Tennessee,"2,857","1,035"
Oklahoma,Texas,"28,074","3,746"
Oklahoma,Utah,"2,043","1,903"
Oklahoma,Vermont,N,N
Oklahoma,Virginia,"3,027","2,070"
Oklahoma,Washington,"1,754",849
Oklahoma,West Virginia,116,188
Oklahoma,Wisconsin,"1,061",584
Oklahoma,Wyoming,N,N
Oklahoma,Puerto Rico,193,316
Oklahoma,U.S. Island Areas,92,118
Oklahoma,Foreign country,"21,450","4,348"
Oregon,Alabama,959,"1,192"
Oregon,Alaska,"1,217",915
Oregon,Arizona,"7,194","2,095"
Oregon,Arkansas,435,404
Oregon,California,"31,500","4,443"
Oregon,Colorado,"5,157","1,606"
Oregon,Connecticut,251,225
Oregon,Delaware,0,220
Oregon,District of Columbia ,311,250
Oregon,Florida,"2,742","1,537"
Oregon,Georgia,240,209
Oregon,Hawaii,"1,604",947
Oregon,Idaho,"4,397","1,638"
Oregon,Illinois,"1,653",840
Oregon,Indiana,"1,251",976
Oregon,Iowa,214,214
Oregon,Kansas,721,510
Oregon,Kentucky,328,422
Oregon,Louisiana,N,N
Oregon,Maine,284,223
Oregon,Maryland,N,N
Oregon,Massachusetts,"1,805",942
Oregon,Michigan,623,441
Oregon,Minnesota,997,683
Oregon,Mississippi,N,N
Oregon,Missouri,"1,247","1,056"
Oregon,Montana,"2,783","1,497"
Oregon,Nebraska,307,264
Oregon,Nevada,"2,569","1,394"
Oregon,New Hampshire,270,367
Oregon,New Jersey,"2,552","2,290"
Oregon,New Mexico,"2,029","1,267"
Oregon,New York,"1,975","1,169"
Oregon,North Carolina,"1,932",968
Oregon,North Dakota,N,N
Oregon,Ohio,"2,170","1,308"
Oregon,Oklahoma,658,508
Oregon,Oregon,X,X
Oregon,Pennsylvania,"1,041",520
Oregon,Rhode Island,346,473
Oregon,South Carolina,419,325
Oregon,South Dakota,"1,031",817
Oregon,Tennessee,564,524
Oregon,Texas,"6,446","1,564"
Oregon,Utah,"3,727","1,331"
Oregon,Vermont,N,N
Oregon,Virginia,"1,221",825
Oregon,Washington,"20,388","3,359"
Oregon,West Virginia,0,220
Oregon,Wisconsin,N,N
Oregon,Wyoming,316,318
Oregon,Puerto Rico,0,220
Oregon,U.S. Island Areas,0,220
Oregon,Foreign country,"23,558","5,041"
Pennsylvania,Alabama,"1,624","1,094"
Pennsylvania,Alaska,527,643
Pennsylvania,Arizona,"1,599",823
Pennsylvania,Arkansas,0,192
Pennsylvania,California,"10,777","2,315"
Pennsylvania,Colorado,"1,796",619
Pennsylvania,Connecticut,"4,704","1,560"
Pennsylvania,Delaware,"6,665","1,696"
Pennsylvania,District of Columbia ,"2,360","1,347"
Pennsylvania,Florida,"25,048","7,963"
Pennsylvania,Georgia,"5,227","2,144"
Pennsylvania,Hawaii,370,344
Pennsylvania,Idaho,865,548
Pennsylvania,Illinois,"5,267","1,510"
Pennsylvania,Indiana,"3,507","1,627"
Pennsylvania,Iowa,"3,205","1,713"
Pennsylvania,Kansas,479,449
Pennsylvania,Kentucky,"1,292",630
Pennsylvania,Louisiana,464,274
Pennsylvania,Maine,201,191
Pennsylvania,Maryland,"18,254","3,761"
Pennsylvania,Massachusetts,"5,948","1,807"
Pennsylvania,Michigan,"1,264",625
Pennsylvania,Minnesota,"2,679","1,619"
Pennsylvania,Mississippi,631,950
Pennsylvania,Missouri,"1,339",678
Pennsylvania,Montana,282,262
Pennsylvania,Nebraska,"1,714","1,469"
Pennsylvania,Nevada,619,361
Pennsylvania,New Hampshire,"1,518",923
Pennsylvania,New Jersey,"38,467","4,874"
Pennsylvania,New Mexico,376,312
Pennsylvania,New York,"29,274","4,078"
Pennsylvania,North Carolina,"7,838","2,108"
Pennsylvania,North Dakota,69,120
Pennsylvania,Ohio,"12,344","3,400"
Pennsylvania,Oklahoma,"1,170","1,009"
Pennsylvania,Oregon,801,726
Pennsylvania,Pennsylvania,X,X
Pennsylvania,Rhode Island,850,557
Pennsylvania,South Carolina,"3,670","1,176"
Pennsylvania,South Dakota,283,280
Pennsylvania,Tennessee,"2,440","1,534"
Pennsylvania,Texas,"7,249","1,783"
Pennsylvania,Utah,"1,920","1,105"
Pennsylvania,Vermont,744,570
Pennsylvania,Virginia,"8,597","2,499"
Pennsylvania,Washington,"2,804","1,178"
Pennsylvania,West Virginia,"3,296","1,111"
Pennsylvania,Wisconsin,"2,151","1,274"
Pennsylvania,Wyoming,N,N
Pennsylvania,Puerto Rico,"3,188","1,766"
Pennsylvania,U.S. Island Areas,N,N
Pennsylvania,Foreign country,"60,469","7,933"
Rhode Island,Alabama,0,244
Rhode Island,Alaska,0,244
Rhode Island,Arizona,N,N
Rhode Island,Arkansas,N,N
Rhode Island,California,"1,959","1,072"
Rhode Island,Colorado,134,148
Rhode Island,Connecticut,"2,786",768
Rhode Island,Delaware,N,N
Rhode Island,District of Columbia ,303,283
Rhode Island,Florida,"2,738","1,851"
Rhode Island,Georgia,768,520
Rhode Island,Hawaii,129,160
Rhode Island,Idaho,N,N
Rhode Island,Illinois,525,573
Rhode Island,Indiana,286,372
Rhode Island,Iowa,0,244
Rhode Island,Kansas,"1,023","1,248"
Rhode Island,Kentucky,N,N
Rhode Island,Louisiana,N,N
Rhode Island,Maine,90,108
Rhode Island,Maryland,476,505
Rhode Island,Massachusetts,"11,568","2,985"
Rhode Island,Michigan,248,262
Rhode Island,Minnesota,81,123
Rhode Island,Mississippi,0,244
Rhode Island,Missouri,N,N
Rhode Island,Montana,0,244
Rhode Island,Nebraska,0,244
Rhode Island,Nevada,0,244
Rhode Island,New Hampshire,741,503
Rhode Island,New Jersey,"1,193",519
Rhode Island,New Mexico,N,N
Rhode Island,New York,"3,967","1,731"
Rhode Island,North Carolina,"1,957","1,553"
Rhode Island,North Dakota,0,244
Rhode Island,Ohio,N,N
Rhode Island,Oklahoma,N,N
Rhode Island,Oregon,"1,007","1,098"
Rhode Island,Pennsylvania,518,349
Rhode Island,Rhode Island,X,X
