Table with row labels in columns A and B and column labels headers in rows 5 through 8.,,,
Rhode Island,South Carolina,108,112
Rhode Island,South Dakota,0,244
Rhode Island,Tennessee,157,221
Rhode Island,Texas,960,581
Rhode Island,Utah,N,N
Rhode Island,Vermont,N,N
Rhode Island,Virginia,565,389
Rhode Island,Washington,876,668
Rhode Island,West Virginia,0,244
Rhode Island,Wisconsin,N,N
Rhode Island,Wyoming,0,244
Rhode Island,Puerto Rico,"1,859","1,563"
Rhode Island,U.S. Island Areas,N,N
Rhode Island,Foreign country,"9,974","2,517"
South Carolina,Alabama,"2,317","1,297"
South Carolina,Alaska,141,200
South Carolina,Arizona,"1,989","1,345"
South Carolina,Arkansas,464,415
South Carolina,California,"8,709","2,524"
South Carolina,Colorado,"3,280","1,584"
South Carolina,Connecticut,"2,211","1,126"
South Carolina,Delaware,"1,241",901
South Carolina,District of Columbia ,N,N
South Carolina,Florida,"17,992","3,862"
South Carolina,Georgia,"16,024","3,513"
South Carolina,Hawaii,"1,022",955
South Carolina,Idaho,526,531
South Carolina,Illinois,"6,558","2,059"
South Carolina,Indiana,"1,291",735
South Carolina,Iowa,"1,310",829
South Carolina,Kansas,886,697
South Carolina,Kentucky,"1,837",945
South Carolina,Louisiana,"1,737","1,182"
South Carolina,Maine,0,229
South Carolina,Maryland,"3,916","1,320"
South Carolina,Massachusetts,"3,153","1,199"
South Carolina,Michigan,"2,291","1,289"
South Carolina,Minnesota,"1,255",722
South Carolina,Mississippi,446,417
South Carolina,Missouri,"1,328",827
South Carolina,Montana,0,229
South Carolina,Nebraska,"1,219","1,288"
South Carolina,Nevada,967,704
South Carolina,New Hampshire,"1,478","1,175"
South Carolina,New Jersey,"4,259","1,887"
South Carolina,New Mexico,372,405
South Carolina,New York,"18,324","5,214"
South Carolina,North Carolina,"33,151","5,633"
South Carolina,North Dakota,686,930
South Carolina,Ohio,"4,520","1,621"
South Carolina,Oklahoma,"1,335","1,689"
South Carolina,Oregon,507,387
South Carolina,Pennsylvania,"7,391","1,838"
South Carolina,Rhode Island,170,176
South Carolina,South Carolina,X,X
South Carolina,South Dakota,"1,653","1,655"
South Carolina,Tennessee,"3,385","1,543"
South Carolina,Texas,"8,157","2,881"
South Carolina,Utah,"2,959",765
South Carolina,Vermont,177,205
South Carolina,Virginia,"8,638","2,406"
South Carolina,Washington,"4,330","2,436"
South Carolina,West Virginia,"1,889","1,097"
South Carolina,Wisconsin,"1,092",743
South Carolina,Wyoming,699,639
South Carolina,Puerto Rico,303,253
South Carolina,U.S. Island Areas,826,640
South Carolina,Foreign country,"27,104","5,751"
South Dakota,Alabama,612,839
South Dakota,Alaska,N,N
South Dakota,Arizona,329,296
South Dakota,Arkansas,81,124
South Dakota,California,"1,983",862
South Dakota,Colorado,505,428
South Dakota,Connecticut,N,N
South Dakota,Delaware,753,854
South Dakota,District of Columbia ,0,179
South Dakota,Florida,652,677
South Dakota,Georgia,N,N
South Dakota,Hawaii,134,164
South Dakota,Idaho,325,318
South Dakota,Illinois,349,290
South Dakota,Indiana,71,124
South Dakota,Iowa,"2,375","1,201"
South Dakota,Kansas,321,254
South Dakota,Kentucky,N,N
South Dakota,Louisiana,0,179
South Dakota,Maine,N,N
South Dakota,Maryland,92,82
South Dakota,Massachusetts,145,31
South Dakota,Michigan,140,182
South Dakota,Minnesota,"3,987","1,253"
South Dakota,Mississippi,N,N
South Dakota,Missouri,N,N
South Dakota,Montana,396,254
South Dakota,Nebraska,"2,275",950
South Dakota,Nevada,819,568
South Dakota,New Hampshire,0,179
South Dakota,New Jersey,0,179
South Dakota,New Mexico,N,N
South Dakota,New York,744,712
South Dakota,North Carolina,N,N
South Dakota,North Dakota,"1,850","1,046"
South Dakota,Ohio,0,179
South Dakota,Oklahoma,0,179
South Dakota,Oregon,332,318
South Dakota,Pennsylvania,162,114
South Dakota,Rhode Island,31,7
South Dakota,South Carolina,478,451
South Dakota,South Dakota,X,X
South Dakota,Tennessee,175,154
South Dakota,Texas,994,556
South Dakota,Utah,N,N
South Dakota,Vermont,0,179
South Dakota,Virginia,N,N
South Dakota,Washington,640,496
South Dakota,West Virginia,N,N
South Dakota,Wisconsin,232,251
South Dakota,Wyoming,727,455
South Dakota,Puerto Rico,822,710
South Dakota,U.S. Island Areas,0,179
South Dakota,Foreign country,"5,256","1,405"
Tennessee,Alabama,"9,789","2,113"
Tennessee,Alaska,479,540
Tennessee,Arizona,"2,002",981
Tennessee,Arkansas,"3,503","1,498"
Tennessee,California,"19,670","4,848"
Tennessee,Colorado,"3,980","1,698"
Tennessee,Connecticut,"1,245",872
Tennessee,Delaware,220,296
Tennessee,District of Columbia ,458,340
Tennessee,Florida,"18,526","3,217"
Tennessee,Georgia,"10,786","2,605"
Tennessee,Hawaii,"1,050",960
Tennessee,Idaho,"1,400","1,775"
Tennessee,Illinois,"10,866","3,232"
Tennessee,Indiana,"6,707","3,441"
Tennessee,Iowa,403,375
Tennessee,Kansas,967,674
Tennessee,Kentucky,"7,819","1,873"
Tennessee,Louisiana,"3,339","1,898"
Tennessee,Maine,N,N
Tennessee,Maryland,"1,915",742
Tennessee,Massachusetts,"3,884","1,603"
Tennessee,Michigan,"4,995","2,034"
Tennessee,Minnesota,"2,272","1,227"
Tennessee,Mississippi,"7,292","2,444"
Tennessee,Missouri,"3,476","1,548"
Tennessee,Montana,619,601
Tennessee,Nebraska,319,545
Tennessee,Nevada,"1,300",762
Tennessee,New Hampshire,475,375
Tennessee,New Jersey,"1,129",661
Tennessee,New Mexico,232,249
Tennessee,New York,"7,530","2,911"
Tennessee,North Carolina,"11,741","3,542"
Tennessee,North Dakota,273,332
Tennessee,Ohio,"3,085","1,308"
Tennessee,Oklahoma,"1,678","1,320"
Tennessee,Oregon,"1,037",714
Tennessee,Pennsylvania,"4,061","2,039"
Tennessee,Rhode Island,N,N
Tennessee,South Carolina,"4,212","2,049"
Tennessee,South Dakota,0,230
Tennessee,Tennessee,X,X
Tennessee,Texas,"12,798","2,792"
Tennessee,Utah,"1,535",819
Tennessee,Vermont,N,N
Tennessee,Virginia,"7,649","2,023"
Tennessee,Washington,"2,336","1,113"
Tennessee,West Virginia,949,814
Tennessee,Wisconsin,"1,843","1,886"
Tennessee,Wyoming,N,N
Tennessee,Puerto Rico,"1,201",958
Tennessee,U.S. Island Areas,0,230
Tennessee,Foreign country,"38,159","7,482"
Texas,Alabama,"7,015","1,777"
Texas,Alaska,"2,981","1,262"
Texas,Arizona,"13,503","3,464"
Texas,Arkansas,"9,063","3,256"
Texas,California,"77,161","9,059"
Texas,Colorado,"22,986","4,909"
Texas,Connecticut,"4,022","1,402"
Texas,Delaware,686,486
Texas,District of Columbia ,"2,287","1,387"
Texas,Florida,"52,219","8,571"
Texas,Georgia,"19,481","3,551"
Texas,Hawaii,"4,237","2,321"
Texas,Idaho,"3,374","1,645"
Texas,Illinois,"23,509","4,417"
Texas,Indiana,"8,246","2,755"
Texas,Iowa,"3,755","1,433"
Texas,Kansas,"9,920","3,535"
Texas,Kentucky,"3,912","1,880"
Texas,Louisiana,"24,170","5,369"
Texas,Maine,607,635
Texas,Maryland,"9,407","2,767"
Texas,Massachusetts,"9,454","2,933"
Texas,Michigan,"7,143","2,796"
Texas,Minnesota,"6,098","2,078"
Texas,Mississippi,"11,003","4,181"
Texas,Missouri,"15,134","4,365"
Texas,Montana,"1,190",647
Texas,Nebraska,"5,961","3,142"
Texas,Nevada,"6,147","2,007"
Texas,New Hampshire,707,520
Texas,New Jersey,"11,078","3,309"
Texas,New Mexico,"12,504","2,684"
Texas,New York,"28,233","4,541"
Texas,North Carolina,"15,679","4,224"
Texas,North Dakota,"1,462","1,313"
Texas,Ohio,"13,455","4,323"
Texas,Oklahoma,"18,579","3,583"
Texas,Oregon,"6,248","2,133"
Texas,Pennsylvania,"12,979","3,357"
Texas,Rhode Island,"1,061",886
Texas,South Carolina,"8,106","2,986"
Texas,South Dakota,"2,425","2,090"
Texas,Tennessee,"7,588","2,431"
Texas,Texas,X,X
Texas,Utah,"8,688","3,343"
Texas,Vermont,970,851
Texas,Virginia,"17,996","4,841"
Texas,Washington,"15,937","3,731"
Texas,West Virginia,520,348
Texas,Wisconsin,"5,934","2,517"
Texas,Wyoming,"1,336",865
Texas,Puerto Rico,"4,239","1,872"
Texas,U.S. Island Areas,754,538
Texas,Foreign country,"314,614","21,517"
Utah,Alabama,N,N
Utah,Alaska,"2,147","1,442"
Utah,Arizona,"9,643","2,547"
Utah,Arkansas,269,257
Utah,California,"13,734","3,517"
Utah,Colorado,"5,224","1,404"
Utah,Connecticut,786,766
Utah,Delaware,N,N
Utah,District of Columbia ,191,177
Utah,Florida,"3,331","1,703"
Utah,Georgia,508,355
Utah,Hawaii,"2,734","2,042"
Utah,Idaho,"8,393","2,579"
Utah,Illinois,"2,280","1,181"
Utah,Indiana,184,266
Utah,Iowa,528,244
Utah,Kansas,210,204
Utah,Kentucky,130,160
Utah,Louisiana,N,N
Utah,Maine,430,461
Utah,Maryland,479,397
Utah,Massachusetts,666,492
Utah,Michigan,"1,613",919
Utah,Minnesota,"2,617","3,046"
Utah,Mississippi,197,270
Utah,Missouri,"1,522",730
Utah,Montana,876,582
Utah,Nebraska,455,388
Utah,Nevada,"3,563","1,136"
Utah,New Hampshire,488,300
Utah,New Jersey,"1,093",860
Utah,New Mexico,672,438
Utah,New York,"2,619","1,866"
Utah,North Carolina,"1,686",992
Utah,North Dakota,N,N
Utah,Ohio,"1,834","1,194"
Utah,Oklahoma,"1,122",793
Utah,Oregon,"4,293","1,764"
Utah,Pennsylvania,"1,316",933
Utah,Rhode Island,0,210
Utah,South Carolina,531,358
Utah,South Dakota,N,N
Utah,Tennessee,713,643
Utah,Texas,"6,509","2,113"
Utah,Utah,X,X
Utah,Vermont,N,N
Utah,Virginia,"2,139","1,098"
Utah,Washington,"5,051","2,028"
Utah,West Virginia,0,210
Utah,Wisconsin,535,476
Utah,Wyoming,"1,242",820
Utah,Puerto Rico,N,N
Utah,U.S. Island Areas,332,341
Utah,Foreign country,"22,213","3,762"
Vermont,Alabama,121,174
Vermont,Alaska,0,170
Vermont,Arizona,293,290
Vermont,Arkansas,N,N
Vermont,California,"1,152",790
Vermont,Colorado,243,205
Vermont,Connecticut,909,626
Vermont,Delaware,0,170
Vermont,District of Columbia ,228,306
Vermont,Florida,259,183
Vermont,Georgia,597,435
Vermont,Hawaii,N,N
Vermont,Idaho,405,462
Vermont,Illinois,143,179
Vermont,Indiana,N,N
Vermont,Iowa,0,170
Vermont,Kansas,0,170
Vermont,Kentucky,0,170
Vermont,Louisiana,0,170
Vermont,Maine,726,476
Vermont,Maryland,956,699
Vermont,Massachusetts,"4,274","1,447"
Vermont,Michigan,398,343
Vermont,Minnesota,N,N
Vermont,Mississippi,0,170
Vermont,Missouri,N,N
Vermont,Montana,0,170
Vermont,Nebraska,111,175
Vermont,Nevada,0,170
Vermont,New Hampshire,"1,769",662
Vermont,New Jersey,"1,356",968
Vermont,New Mexico,154,162
Vermont,New York,"3,565","1,311"
Vermont,North Carolina,508,414
Vermont,North Dakota,0,170
Vermont,Ohio,238,269
Vermont,Oklahoma,0,170
Vermont,Oregon,N,N
Vermont,Pennsylvania,"2,434","1,052"
Vermont,Rhode Island,282,252
Vermont,South Carolina,N,N
Vermont,South Dakota,0,170
Vermont,Tennessee,510,464
Vermont,Texas,"1,152",891
Vermont,Utah,461,319
Vermont,Vermont,X,X
Vermont,Virginia,194,235
Vermont,Washington,674,661
Vermont,West Virginia,N,N
Vermont,Wisconsin,N,N
Vermont,Wyoming,0,170
Vermont,Puerto Rico,0,170
Vermont,U.S. Island Areas,0,170
Vermont,Foreign country,"1,856",829
Virginia,Alabama,"3,719","1,903"
Virginia,Alaska,826,772
Virginia,Arizona,"2,662","1,528"
Virginia,Arkansas,"1,031",879
Virginia,California,"20,180","4,162"
Virginia,Colorado,"5,064","1,519"
Virginia,Connecticut,"2,449",964
Virginia,Delaware,"2,342","1,050"
Virginia,District of Columbia ,"9,953","2,300"
Virginia,Florida,"24,818","3,909"
Virginia,Georgia,"9,219","3,137"
Virginia,Hawaii,"3,917","2,352"
Virginia,Idaho,691,728
Virginia,Illinois,"6,488","1,960"
Virginia,Indiana,"2,359",991
Virginia,Iowa,465,381
Virginia,Kansas,862,802
Virginia,Kentucky,"4,259","1,694"
Virginia,Louisiana,"1,361",787
Virginia,Maine,670,579
Virginia,Maryland,"25,183","4,200"
Virginia,Massachusetts,"3,543",956
Virginia,Michigan,"3,563","1,454"
Virginia,Minnesota,648,442
Virginia,Mississippi,563,561
Virginia,Missouri,"3,136","1,159"
Virginia,Montana,596,432
Virginia,Nebraska,"1,747","1,271"
Virginia,Nevada,"2,572","1,754"
Virginia,New Hampshire,217,191
Virginia,New Jersey,"11,018","2,698"
Virginia,New Mexico,"1,735","1,161"
Virginia,New York,"16,364","3,786"
Virginia,North Carolina,"22,757","3,383"
Virginia,North Dakota,0,217
Virginia,Ohio,"3,787","1,359"
Virginia,Oklahoma,747,508
Virginia,Oregon,"1,836",951
Virginia,Pennsylvania,"15,246","3,605"
Virginia,Rhode Island,728,569
Virginia,South Carolina,"12,665","2,634"
Virginia,South Dakota,N,N
Virginia,Tennessee,"6,232","2,345"
Virginia,Texas,"15,476","4,016"
Virginia,Utah,"1,561",754
Virginia,Vermont,217,177
Virginia,Virginia,X,X
Virginia,Washington,"3,386","1,212"
Virginia,West Virginia,"4,965","1,864"
Virginia,Wisconsin,"1,306",625
Virginia,Wyoming,315,340
Virginia,Puerto Rico,730,501
Virginia,U.S. Island Areas,210,214
Virginia,Foreign country,"72,599","8,488"
Washington,Alabama,"1,358",814
Washington,Alaska,"3,176","1,175"
Washington,Arizona,"8,638","2,604"
Washington,Arkansas,470,357
Washington,California,"43,938","5,464"
Washington,Colorado,"9,980","3,014"
Washington,Connecticut,"1,369",916
Washington,Delaware,661,823
Washington,District of Columbia ,"1,849","1,702"
Washington,Florida,"8,419","2,973"
Washington,Georgia,"5,613","2,048"
Washington,Hawaii,"2,534",953
Washington,Idaho,"7,927","1,960"
Washington,Illinois,"5,719","2,534"
Washington,Indiana,"1,883","1,030"
Washington,Iowa,907,766
Washington,Kansas,"1,569","1,131"
Washington,Kentucky,"2,299","2,109"
Washington,Louisiana,707,452
Washington,Maine,640,526
Washington,Maryland,"3,010","1,442"
Washington,Massachusetts,"2,963","1,488"
Washington,Michigan,"1,859","1,075"
Washington,Minnesota,"3,736","1,909"
Washington,Mississippi,294,303
Washington,Missouri,"1,494",684
Washington,Montana,"6,291","2,249"
Washington,Nebraska,724,434
Washington,Nevada,"4,109","1,692"
Washington,New Hampshire,N,N
Washington,New Jersey,"1,643","1,048"
Washington,New Mexico,"2,076","1,902"
Washington,New York,"7,171","2,067"
Washington,North Carolina,"2,733","1,063"
Washington,North Dakota,561,629
Washington,Ohio,"3,410","1,487"
Washington,Oklahoma,"1,960","1,237"
Washington,Oregon,"32,341","4,186"
Washington,Pennsylvania,"2,716","1,420"
Washington,Rhode Island,0,218
Washington,South Carolina,"1,897","1,226"
Washington,South Dakota,"1,105",762
Washington,Tennessee,"2,678","1,451"
Washington,Texas,"16,202","3,734"
Washington,Utah,"4,291","1,562"
Washington,Vermont,N,N
Washington,Virginia,"4,604","1,918"
Washington,Washington,X,X
Washington,West Virginia,0,218
Washington,Wisconsin,"1,495",655
Washington,Wyoming,627,400
Washington,Puerto Rico,0,218
Washington,U.S. Island Areas,722,476
Washington,Foreign country,"81,846","9,486"
West Virginia,Alabama,N,N
West Virginia,Alaska,0,206
West Virginia,Arizona,365,248
West Virginia,Arkansas,0,206
West Virginia,California,"1,000",810
West Virginia,Colorado,260,213
West Virginia,Connecticut,500,476
West Virginia,Delaware,N,N
West Virginia,District of Columbia ,294,11
West Virginia,Florida,"2,474","1,419"
West Virginia,Georgia,"1,731","1,571"
West Virginia,Hawaii,N,N
West Virginia,Idaho,0,206
West Virginia,Illinois,126,182
West Virginia,Indiana,967,622
West Virginia,Iowa,N,N
West Virginia,Kansas,0,206
West Virginia,Kentucky,"1,123",599
West Virginia,Louisiana,N,N
West Virginia,Maine,N,N
West Virginia,Maryland,"3,355","1,131"
West Virginia,Massachusetts,N,N
West Virginia,Michigan,510,355
West Virginia,Minnesota,0,206
West Virginia,Mississippi,0,206
West Virginia,Missouri,315,259
West Virginia,Montana,178,224
West Virginia,Nebraska,N,N
West Virginia,Nevada,N,N
West Virginia,New Hampshire,769,"1,001"
West Virginia,New Jersey,630,380
West Virginia,New Mexico,N,N
West Virginia,New York,595,552
West Virginia,North Carolina,"2,786","1,215"
West Virginia,North Dakota,N,N
West Virginia,Ohio,"4,466","1,665"
West Virginia,Oklahoma,N,N
West Virginia,Oregon,"2,188","2,703"
West Virginia,Pennsylvania,"6,425","1,386"
West Virginia,Rhode Island,0,206
West Virginia,South Carolina,"1,027",583
West Virginia,South Dakota,0,206
West Virginia,Tennessee,280,226
West Virginia,Texas,"2,296",945
West Virginia,Utah,0,206
West Virginia,Vermont,0,206
West Virginia,Virginia,"7,315","2,190"
West Virginia,Washington,145,157
West Virginia,West Virginia,X,X
West Virginia,Wisconsin,375,388
West Virginia,Wyoming,0,206
West Virginia,Puerto Rico,0,206
West Virginia,U.S. Island Areas,0,206
West Virginia,Foreign country,"2,696",980
Wisconsin,Alabama,756,494
Wisconsin,Alaska,701,587
Wisconsin,Arizona,"3,156","1,446"
Wisconsin,Arkansas,216,166
Wisconsin,California,"6,062","2,235"
Wisconsin,Colorado,"2,372",792
Wisconsin,Connecticut,134,179
Wisconsin,Delaware,0,161
Wisconsin,District of Columbia ,127,200
Wisconsin,Florida,"5,624","1,397"
Wisconsin,Georgia,603,458
Wisconsin,Hawaii,220,214
Wisconsin,Idaho,412,396
Wisconsin,Illinois,"24,045","3,201"
Wisconsin,Indiana,"3,419","2,419"
Wisconsin,Iowa,"4,117","1,324"
Wisconsin,Kansas,"1,182",778
Wisconsin,Kentucky,167,194
Wisconsin,Louisiana,181,222
Wisconsin,Maine,101,167
Wisconsin,Maryland,621,602
Wisconsin,Massachusetts,159,155
Wisconsin,Michigan,"6,713","1,680"
Wisconsin,Minnesota,"23,463","3,257"
Wisconsin,Mississippi,N,N
Wisconsin,Missouri,"2,146","1,105"
Wisconsin,Montana,47,61
Wisconsin,Nebraska,810,461
Wisconsin,Nevada,964,602
Wisconsin,New Hampshire,0,161
Wisconsin,New Jersey,"1,144",850
Wisconsin,New Mexico,674,663
Wisconsin,New York,"3,552","1,310"
Wisconsin,North Carolina,"1,044",509
Wisconsin,North Dakota,158,149
Wisconsin,Ohio,"1,259",657
Wisconsin,Oklahoma,880,844
Wisconsin,Oregon,"1,778","1,106"
Wisconsin,Pennsylvania,"1,844","1,057"
Wisconsin,Rhode Island,N,N
Wisconsin,South Carolina,744,632
Wisconsin,South Dakota,"1,354","1,155"
Wisconsin,Tennessee,"1,131",603
Wisconsin,Texas,"7,520","1,983"
Wisconsin,Utah,129,148
Wisconsin,Vermont,0,161
Wisconsin,Virginia,"1,604","1,142"
Wisconsin,Washington,"2,499","1,018"
Wisconsin,West Virginia,N,N
Wisconsin,Wisconsin,X,X
Wisconsin,Wyoming,266,295
Wisconsin,Puerto Rico,406,436
Wisconsin,U.S. Island Areas,558,316
Wisconsin,Foreign country,"19,069","3,609"
Wyoming,Alabama,N,N
Wyoming,Alaska,194,193
Wyoming,Arizona,"1,574","1,413"
Wyoming,Arkansas,0,213
Wyoming,California,"1,957","1,419"
Wyoming,Colorado,"5,552","2,229"
Wyoming,Connecticut,0,213
Wyoming,Delaware,N,N
Wyoming,District of Columbia ,0,213
Wyoming,Florida,"1,233",850
Wyoming,Georgia,46,4
Wyoming,Hawaii,N,N
Wyoming,Idaho,223,324
Wyoming,Illinois,553,609
Wyoming,Indiana,N,N
Wyoming,Iowa,0,213
Wyoming,Kansas,"1,106","1,169"
Wyoming,Kentucky,129,128
Wyoming,Louisiana,34,51
Wyoming,Maine,N,N
Wyoming,Maryland,0,213
Wyoming,Massachusetts,0,213
Wyoming,Michigan,239,279
Wyoming,Minnesota,132,183
Wyoming,Mississippi,N,N
Wyoming,Missouri,124,100
Wyoming,Montana,532,324
Wyoming,Nebraska,327,328
Wyoming,Nevada,934,969
Wyoming,New Hampshire,0,213
Wyoming,New Jersey,0,213
Wyoming,New Mexico,455,488
Wyoming,New York,N,N
Wyoming,North Carolina,183,233
Wyoming,North Dakota,232,226
Wyoming,Ohio,538,517
Wyoming,Oklahoma,115,140
Wyoming,Oregon,902,831
Wyoming,Pennsylvania,296,289
Wyoming,Rhode Island,0,213
Wyoming,South Carolina,N,N
Wyoming,South Dakota,721,498
Wyoming,Tennessee,530,775
Wyoming,Texas,"3,678","1,866"
Wyoming,Utah,"1,429",821
Wyoming,Vermont,96,127
Wyoming,Virginia,88,147
Wyoming,Washington,566,493
Wyoming,West Virginia,0,213
Wyoming,Wisconsin,342,6
Wyoming,Wyoming,X,X
Wyoming,Puerto Rico,0,213
Wyoming,U.S. Island Areas,0,213
Wyoming,Foreign country,"1,681","1,003"
Puerto Rico,Alabama,0,258
Puerto Rico,Alaska,0,258
Puerto Rico,Arizona,0,258
Puerto Rico,Arkansas,0,258
Puerto Rico,California,848,941
Puerto Rico,Colorado,0,258
Puerto Rico,Connecticut,"1,154",699
Puerto Rico,Delaware,0,258
Puerto Rico,District of Columbia ,0,258
Puerto Rico,Florida,"8,427","2,224"
Puerto Rico,Georgia,401,385
Puerto Rico,Hawaii,0,258
Puerto Rico,Idaho,0,258
Puerto Rico,Illinois,881,700
Puerto Rico,Indiana,0,258
Puerto Rico,Iowa,0,258
Puerto Rico,Kansas,N,N
Puerto Rico,Kentucky,0,258
Puerto Rico,Louisiana,N,N
Puerto Rico,Maine,N,N
Puerto Rico,Maryland,N,N
Puerto Rico,Massachusetts,"1,392","1,057"
Puerto Rico,Michigan,0,258
Puerto Rico,Minnesota,0,258
Puerto Rico,Mississippi,0,258
Puerto Rico,Missouri,0,258
Puerto Rico,Montana,0,258
Puerto Rico,Nebraska,0,258
Puerto Rico,Nevada,0,258
Puerto Rico,New Hampshire,N,N
Puerto Rico,New Jersey,"1,574","1,174"
Puerto Rico,New Mexico,0,258
Puerto Rico,New York,"1,460",877
Puerto Rico,North Carolina,N,N
Puerto Rico,North Dakota,N,N
Puerto Rico,Ohio,"1,511","1,137"
Puerto Rico,Oklahoma,N,N
Puerto Rico,Oregon,0,258
Puerto Rico,Pennsylvania,"2,288","1,049"
Puerto Rico,Rhode Island,0,258
Puerto Rico,South Carolina,312,369
Puerto Rico,South Dakota,N,N
Puerto Rico,Tennessee,N,N
Puerto Rico,Texas,413,350
Puerto Rico,Utah,0,258
Puerto Rico,Vermont,0,258
Puerto Rico,Virginia,"1,795","1,122"
Puerto Rico,Washington,0,258
Puerto Rico,West Virginia,0,258
Puerto Rico,Wisconsin,N,N
Puerto Rico,Wyoming,0,258
Puerto Rico,Puerto Rico,X,X
Puerto Rico,U.S. Island Areas,0,258
Puerto Rico,Foreign country,"5,778","2,093"
,,,
X Not applicable,,,
N The estimate or margin of error cannot be displayed because there were an insufficient number of sample cases in the selected geographic area.,,,
"1 States include the 50 U.S. states, the District of Columbia, and Puerto Rico. ""Current residence"" refers to the place of residence at the time of the survey, while ""residence 1 year ago"" refers to the place of residence 1 year prior to the survey.",,,
"2 The category ""U.S. Island Areas"" covers geographic areas in American Samoa, Guam, the Commonwealth of the Northern Mariana Islands, the U.S. Virgin Islands, Baker Island, Howland Island, Jarvis Island, Johnston Atoll, Kingman Reef, Midway Islands, Navassa Island, Palmyra Atoll, and Wake Island. The category ""foreign country"" covers geographic areas in foreign countries and at sea.",,,
3 Margins of error are based on the 90 percent confidence interval.,,,
"Note: For more information on state-to-state migration flows, visit <https://www.census.gov/topics/population/migration/guidance/state-to-state-migration-flows.html>. For more information on the American Community Survey, visit <https://www.census.gov/programs-surveys/acs>. The Census Bureau has reviewed this data product to ensure appropriate access, use, and disclosure avoidance protection of the confidential source data used to produce this product (Data Management System (DMS) number: P-7533841, Disclosure Review Board (DRB) approval number: CBDRB‑FY25‑0454).",,,
"Source: U.S. Census Bureau, 2024 American Community Survey.",,,
